epoch,iou_score,loss,val_iou_score,val_loss
0,0.1702934205532074,1.2468104362487793,0.0576157309114933,1.3080003261566162
1,0.3441360890865326,0.8555008769035339,0.07177701592445374,1.4517838954925537
2,0.43911370635032654,0.7346697449684143,0.04930734634399414,1.5343017578125
3,0.48957523703575134,0.6724098920822144,0.011405582539737225,1.4725115299224854
4,0.5305356979370117,0.6208828091621399,0.008195953443646431,1.5302605628967285
5,0.5662176012992859,0.566863477230072,0.0019435506546869874,1.6772452592849731
6,0.5800173282623291,0.5548064112663269,0.004174577537924051,1.612699270248413
7,0.6006453633308411,0.5287560224533081,0.0008181833545677364,1.757090449333191
8,0.6207430958747864,0.5045449137687683,0.0008917513769119978,1.7903701066970825
9,0.6325360536575317,0.4869498908519745,0.0004617792437784374,1.8215452432632446
10,0.6405383348464966,0.47832930088043213,0.0004692992370110005,1.8154271841049194
11,0.6486461758613586,0.4644792675971985,0.000524165399838239,1.824640154838562
12,0.663256824016571,0.4526267945766449,0.0006335737416520715,1.9004656076431274
13,0.6784989833831787,0.4292362928390503,0.03558674082159996,1.7675204277038574
14,0.6790664196014404,0.42543870210647583,0.11698319017887115,1.5651535987854004
15,0.6842646598815918,0.4263902008533478,0.09112338721752167,1.5686380863189697
16,0.6981439590454102,0.4002436101436615,0.21336247026920319,1.276239037513733
17,0.6943450570106506,0.41372156143188477,0.39334002137184143,0.9442786574363708
18,0.7036471366882324,0.397696316242218,0.4132234752178192,0.8881927132606506
19,0.7135815024375916,0.3863227069377899,0.527561366558075,0.7014238238334656
20,0.7219927310943604,0.37013325095176697,0.5896767973899841,0.5854536294937134
21,0.7271459102630615,0.3636859357357025,0.6588152050971985,0.5175749063491821
22,0.7346324324607849,0.35567426681518555,0.6505516171455383,0.5154768824577332
23,0.7424004077911377,0.3428725004196167,0.6722485423088074,0.48236897587776184
24,0.7497097849845886,0.336613267660141,0.6761900782585144,0.4720863997936249
25,0.754858136177063,0.3271462619304657,0.6900533437728882,0.44312989711761475
26,0.7542325854301453,0.33417773246765137,0.7060908675193787,0.4195275902748108
27,0.7656285762786865,0.3123439848423004,0.6260624527931213,0.6045611500740051
28,0.766828715801239,0.3134727478027344,0.7024794220924377,0.4257056713104248
29,0.775641918182373,0.30122268199920654,0.7091580033302307,0.42254796624183655
30,0.7750006914138794,0.30106186866760254,0.7043401598930359,0.4299272894859314
31,0.779928982257843,0.29877835512161255,0.7073531746864319,0.43402165174484253
32,0.7803657054901123,0.29980799555778503,0.7004623413085938,0.43760553002357483
33,0.7863290905952454,0.28928253054618835,0.7237638235092163,0.40032392740249634
34,0.7910811305046082,0.2805239260196686,0.7276145219802856,0.40015849471092224
35,0.7895371317863464,0.2866929769515991,0.7312974333763123,0.40355798602104187
36,0.8005609512329102,0.267450749874115,0.7073460817337036,0.4392911195755005
37,0.7991476058959961,0.2751787006855011,0.7330665588378906,0.3902348577976227
38,0.8049237728118896,0.2629906237125397,0.7449809908866882,0.36564508080482483
39,0.8133223652839661,0.2498711794614792,0.7387540936470032,0.38825172185897827
0,0.8226441144943237,0.22961272299289703,0.7544701099395752,0.37755340337753296
1,0.8044970035552979,0.26706457138061523,0.7291565537452698,0.4045444428920746
2,0.8168527483940125,0.2497827410697937,0.7198687791824341,0.41148585081100464
3,0.8215153217315674,0.2447706162929535,0.7405474781990051,0.3718934953212738
4,0.8242114186286926,0.23980958759784698,0.5857965350151062,0.8393045663833618
5,0.8245004415512085,0.23954764008522034,0.7559711933135986,0.356420636177063
6,0.8283243179321289,0.2334280163049698,0.736894965171814,0.3874586224555969
7,0.828171968460083,0.23949159681797028,0.7304862141609192,0.4044729173183441
8,0.8315711617469788,0.2246410846710205,0.7351288199424744,0.40315619111061096
9,0.8344771862030029,0.22494611144065857,0.7510474920272827,0.36720436811447144
10,0.8375481963157654,0.22266356647014618,0.7575737833976746,0.3632286489009857
11,0.8359379768371582,0.22796909511089325,0.7771967649459839,0.33272355794906616
12,0.8383049368858337,0.222476065158844,0.7733218669891357,0.34415486454963684
13,0.8449898362159729,0.21263159811496735,0.763847827911377,0.35253188014030457
14,0.8435069918632507,0.20534127950668335,0.757099449634552,0.3672141134738922
15,0.8481860160827637,0.2068043053150177,0.7774606347084045,0.3281351923942566
16,0.8435356616973877,0.2149427831172943,0.7788440585136414,0.328619122505188
17,0.8460462093353271,0.21645580232143402,0.7699885964393616,0.3516808748245239
18,0.8558918833732605,0.1927059143781662,0.7695139050483704,0.3468491733074188
19,0.8538093566894531,0.20149613916873932,0.782781183719635,0.3174242675304413
0,0.2003905326128006,1.212326169013977,0.1056026816368103,40.24197006225586
1,0.4756886065006256,0.6741769313812256,0.0706571638584137,1.2786881923675537
2,0.5589942336082458,0.5706312656402588,0.021021869033575058,1.3893612623214722
3,0.5887816548347473,0.5445733070373535,0.0029135846998542547,1.6189756393432617
4,0.6069945693016052,0.5158801078796387,0.0024826712906360626,1.634225845336914
5,0.631392240524292,0.4880226254463196,0.0034617159981280565,1.5942026376724243
6,0.6375570297241211,0.4805459678173065,0.0018158231396228075,1.6691685914993286
7,0.6482890248298645,0.46621084213256836,0.000750386097934097,1.7736191749572754
8,0.6557886600494385,0.4569050371646881,0.0025014590937644243,1.7350373268127441
9,0.6799646019935608,0.4236937463283539,0.002594167133793235,1.7961692810058594
10,0.6658442616462708,0.4458383023738861,0.06975440680980682,1.6375209093093872
11,0.6642880439758301,0.44540709257125854,0.1195867508649826,1.5694594383239746
12,0.6827608346939087,0.426861971616745,0.1605205237865448,1.485802412033081
13,0.6982871294021606,0.4025433659553528,0.32402345538139343,1.1223745346069336
14,0.7068387269973755,0.3909928798675537,0.5048931241035461,0.7384936809539795
15,0.7216189503669739,0.37134554982185364,0.2576797306537628,1.2409220933914185
16,0.72737056016922,0.36799800395965576,0.514464259147644,0.7750924825668335
17,0.7203153967857361,0.3723950684070587,0.4955483376979828,0.827926754951477
18,0.726389467716217,0.3702499270439148,0.6615040898323059,0.4951534867286682
19,0.7376040816307068,0.3536793887615204,0.6847174763679504,0.4499463737010956
20,0.75055330991745,0.33561980724334717,0.7187325358390808,0.409643292427063
21,0.764445424079895,0.31835100054740906,0.5159986615180969,0.8755437135696411
22,0.7786676287651062,0.2980380356311798,0.7298265099525452,0.39466196298599243
23,0.7814909219741821,0.2984626591205597,0.752499520778656,0.353936105966568
24,0.798268735408783,0.2731057107448578,0.7622759342193604,0.346011221408844
25,0.7978183031082153,0.2695814371109009,0.7656948566436768,0.3420950472354889
26,0.8014981150627136,0.2691107392311096,0.726139485836029,0.3959753215312958
27,0.8026123642921448,0.2654484212398529,0.771131157875061,0.33674806356430054
28,0.8145168423652649,0.24990947544574738,0.7733049392700195,0.3314826786518097
29,0.8023726344108582,0.27223554253578186,0.7139235734939575,0.4343622624874115
30,0.8074657917022705,0.26204678416252136,0.7707130908966064,0.34350886940956116
31,0.8141477704048157,0.254265695810318,0.7781766653060913,0.3309752941131592
32,0.8339529633522034,0.2244633138179779,0.7950876951217651,0.2922152578830719
33,0.8289685249328613,0.23496687412261963,0.7882102727890015,0.3139806389808655
34,0.8403928279876709,0.21899880468845367,0.8027357459068298,0.2916342616081238
35,0.842796802520752,0.21446265280246735,0.6112833619117737,0.7886805534362793
36,0.8447753190994263,0.2120903581380844,0.8179957866668701,0.26224225759506226
37,0.8518487811088562,0.20931097865104675,0.8186900615692139,0.2699349820613861
38,0.8624330163002014,0.18594837188720703,0.8221904635429382,0.2724374234676361
39,0.8590630292892456,0.19995783269405365,0.8358500003814697,0.23591692745685577
40,0.8662963509559631,0.1853780746459961,0.8266334533691406,0.2623930275440216
41,0.8621090054512024,0.18755486607551575,0.8069953918457031,0.29652494192123413
42,0.8654080629348755,0.18365122377872467,0.8319127559661865,0.24860885739326477
43,0.8675317168235779,0.1855212152004242,0.8359857201576233,0.24715182185173035
44,0.8719163537025452,0.17758943140506744,0.8379675149917603,0.2394372671842575
45,0.8709074258804321,0.1841062754392624,0.8320774435997009,0.25270339846611023
46,0.8707842826843262,0.18466423451900482,0.8432157635688782,0.2342933714389801
47,0.874379575252533,0.1730952262878418,0.8482109308242798,0.22553135454654694
48,0.8803095817565918,0.1707359403371811,0.6377671360969543,0.7640884518623352
49,0.8785103559494019,0.16830697655677795,0.6543337106704712,0.7529511451721191
50,0.8734702467918396,0.1630251109600067,0.838685154914856,0.24193081259727478
