epoch,iou_score,loss,val_iou_score,val_loss
0,0.44669434428215027,0.7750855088233948,0.21551218628883362,1.5913653373718262
1,0.5330238342285156,0.6239814758300781,0.29558077454566956,1.2426918745040894
2,0.5604748725891113,0.5928009748458862,0.5009504556655884,0.8001629114151001
3,0.5815873742103577,0.5607745051383972,0.4710726737976074,0.7880313992500305
4,0.6087265014648438,0.526055097579956,0.5334524512290955,0.674430787563324
5,0.637202799320221,0.49466049671173096,0.6043365001678467,0.5496391654014587
6,0.6832857131958008,0.4215560555458069,0.6172454953193665,0.5326705574989319
7,0.6849637627601624,0.4240102171897888,0.5756980776786804,0.6082895398139954
8,0.72187340259552,0.3776557743549347,0.6448326706886292,0.49156925082206726
9,0.7462307214736938,0.33966127038002014,0.685494065284729,0.4347291886806488
0,0.7648165225982666,0.31005606055259705,0.7067007422447205,0.41449397802352905
1,0.7612791061401367,0.32851192355155945,0.5985651612281799,0.5640959143638611
2,0.7770763635635376,0.30401453375816345,0.6653080582618713,0.46296095848083496
3,0.7712988257408142,0.318157434463501,0.6956430077552795,0.4170168936252594
4,0.76991868019104,0.3197450637817383,0.6628251075744629,0.48360005021095276
5,0.7780860662460327,0.30426737666130066,0.6736311912536621,0.44947072863578796
6,0.7982901334762573,0.26929914951324463,0.7289019227027893,0.37950611114501953
7,0.8036318421363831,0.2699359357357025,0.6675390601158142,0.4642123281955719
8,0.8001717329025269,0.2719614803791046,0.7022449374198914,0.42120546102523804
9,0.809117317199707,0.26656487584114075,0.7510921359062195,0.34323814511299133
10,0.8199548125267029,0.24765652418136597,0.7582691311836243,0.33248183131217957
11,0.8372697234153748,0.22354717552661896,0.7772702574729919,0.30781108140945435
12,0.8301777839660645,0.23776529729366302,0.7607157230377197,0.3383769094944
13,0.8489846587181091,0.20442888140678406,0.7812544107437134,0.30985361337661743
14,0.8581686615943909,0.1979210078716278,0.8005222082138062,0.28629449009895325
15,0.8613830804824829,0.19885648787021637,0.8072918653488159,0.27566349506378174
16,0.8698092699050903,0.1781187653541565,0.8114656209945679,0.267707884311676
17,0.8666307926177979,0.19632881879806519,0.8158756494522095,0.2557024359703064
18,0.8707026839256287,0.18744151294231415,0.8263297080993652,0.24277804791927338
19,0.8811365962028503,0.163605198264122,0.8224261999130249,0.2505253851413727
0,0.903085470199585,0.12472124397754669,0.8246856331825256,0.25898849964141846
1,0.8878075480461121,0.16019457578659058,0.8301782608032227,0.24661073088645935
2,0.8832283616065979,0.17510133981704712,0.835086464881897,0.23426669836044312
3,0.8846840858459473,0.17072342336177826,0.8401598930358887,0.22797328233718872
4,0.8926860690116882,0.15476687252521515,0.8386233448982239,0.23530271649360657
5,0.8942543864250183,0.14662650227546692,0.8451549410820007,0.22811706364154816
6,0.9001367092132568,0.1366730034351349,0.84438157081604,0.23104292154312134
7,0.9018521308898926,0.14007806777954102,0.8555436730384827,0.20248694717884064
8,0.8963388204574585,0.15036897361278534,0.8421385288238525,0.23011358082294464
9,0.8997235298156738,0.14155131578445435,0.846592903137207,0.21812979876995087
