,model_nickname,model_path,dataset_name,iou,gutmask_precision,gutmask_recall,gutmask_f1,gutmask_perim_avg_precision,gutmask_perim_avg_recall,gutmask_perim_avg_f1,gutmask_perim_se_precision,gutmask_perim_se_recall,gutmask_perim_se_f1,gfp_gutmask_precision,gfp_gutmask_recall,gfp_gutmask_f1,rfp_gutmask_precision,rfp_gutmask_recall,rfp_gutmask_f1,gfp_gutmask_perim_avg_precision,gfp_gutmask_perim_avg_recall,gfp_gutmask_perim_avg_f1,rfp_gutmask_perim_avg_precision,rfp_gutmask_perim_avg_recall,rfp_gutmask_perim_avg_f1,gfp_gutmask_perim_se_precision,gfp_gutmask_perim_se_recall,gfp_gutmask_perim_se_f1,rfp_gutmask_perim_se_precision,rfp_gutmask_perim_se_recall,rfp_gutmask_perim_se_f1,iou_bm,bactmask_precision,bactmask_recall,bactmask_f1,gfp_bactmask_precision,gfp_bactmask_recall,gfp_bactmask_f1,rfp_bactmask_precision,rfp_bactmask_recall,rfp_bactmask_f1,bactmask_perim_avg_precision,bactmask_perim_avg_recall,bactmask_perim_avg_f1,gfp_bactmask_perim_avg_precision,gfp_bactmask_perim_avg_recall,gfp_bactmask_perim_avg_f1,rfp_bactmask_perim_avg_precision,rfp_bactmask_perim_avg_recall,rfp_bactmask_perim_avg_f1,bactmask_perim_se_precision,bactmask_perim_se_recall,bactmask_perim_se_f1,gfp_bactmask_perim_se_precision,gfp_bactmask_perim_se_recall,gfp_bactmask_perim_se_f1,rfp_bactmask_perim_se_precision,rfp_bactmask_perim_se_recall,rfp_bactmask_perim_se_f1
25,2ch_PT_s4ds50_FT_s5_524,models/soph_bfrl_to_gut_tl/bfg_to_gut_exp1.h5,5_24,0.921590688817282,0.9585804504572168,0.9598115853391952,0.9591951228560875,0.958714161110832,0.9597412207905236,0.9591857256553892,0.0014944029825533,0.0029915891573672,0.0019043403672931,0.9601333203266296,0.9676061197447562,0.9638547360499388,0.9649675824859268,0.9702014455970324,0.967576936285606,0.9630889684541032,0.9681055808415652,0.9655643854111018,0.962795883006924,0.9675359249595832,0.9651526429355416,0.0022354890843113,0.0023478908360116,0.0019964098623947,0.0013908353920408,0.0015475989240143,0.0013459506199619,0.4593583132795834,0.4990093953390071,0.8525297884733238,0.629534185294541,0.6685919044603448,0.8850438947491434,0.7617394019276741,0.6548822291212348,0.8920401767902136,0.7552814279099689,0.4973267629445235,0.853476926248867,0.6126732054716794,0.5990700322801817,0.8790136611435712,0.6957384111866465,0.5831062427168532,0.8746772607415492,0.6875012216675718,0.0361560524786999,0.0093499555400811,0.0305183362719342,0.0427184521029682,0.0093626192914366,0.0350122704028436,0.0378228206650003,0.0094506785841625,0.0291476590061322
26,2ch_PT_s4ds50_FT_s5_524,models/soph_bfrl_to_gut_tl/bfg_to_gut_exp1.h5,6_4,0.5482089105928448,0.7435833200986679,0.6760032101636153,0.7081841741987495,0.7491703048642987,0.6762738632860055,0.7075943368969243,0.018383975453584,0.0222579958849074,0.0178864490469483,0.7734556831463404,0.7110370906221142,0.7409336278634923,0.7664676516889722,0.6750000311303729,0.7178313270581403,0.7610160117873873,0.6992693785935243,0.7243692752715736,0.7634058173915739,0.6741627000995507,0.7128111528332387,0.0207684130959617,0.0274667247302008,0.020663615248842,0.01625886811969,0.0211054108015977,0.0162313787063099,0.3545027743882733,0.404843013619276,0.7403244410621364,0.5234429512101477,0.5681285339651582,0.7667213360184444,0.652651585861898,0.4563768967923904,0.7097919035919763,0.5555496741947911,0.4085537935888357,0.691737611724378,0.4988676470703911,0.5005835405592364,0.7150009350469115,0.5722624289689903,0.4216445968377555,0.6844995746892291,0.5060448089727966,0.047744669144129,0.0581754298526321,0.0481228005308148,0.0585192703985403,0.0616838639388165,0.0555198340482796,0.048590140304097,0.0576983825049778,0.0465349919731584
27,2ch_PT_s4ds50_FT_s5_524,models/soph_bfrl_to_gut_tl/bfg_to_gut_exp1.h5,6_6,0.428442923663045,0.60214956029003,0.5976156808345365,0.5998735538677005,0.5391639418799883,0.5380021547337701,0.5350193193326727,0.0428760977181754,0.0491582173476808,0.0452782055708836,0.6378842390739506,0.598672096001784,0.6176559445818437,0.7079561855894164,0.6628624533068229,0.6846671300848817,0.5679868172869593,0.5427103056133677,0.5501967459288434,0.6082316083667267,0.5698508934768753,0.5858171908770935,0.0458129245461942,0.0497728523351734,0.0468974775909803,0.050412370045372,0.0525551139751395,0.0509764504917042,0.1802701836166706,0.1994434279642333,0.6521983324313823,0.305472381570523,0.2535628793916956,0.6205760956984799,0.3600225734802493,0.4168649525378589,0.7666954066120439,0.540079214005236,0.1770773553122259,0.5086245538474279,0.2418833151150164,0.2021190166457246,0.5039374589462169,0.262013462718802,0.2854411418111426,0.5549799084942444,0.3615936251364226,0.0376875620067888,0.0697811825480051,0.0465157377106147,0.0412401651030502,0.0700453972759842,0.0487771499062221,0.0494839242498141,0.0733356565287962,0.0554950698941297
28,2ch_PT_s4ds50_FT_s5_64,models/soph_bfrl_to_gut_tl/bfg_to_gut_exp2.h5,set4_7_10,0.8113506107505761,0.8837414599950094,0.9082981104027829,0.8958510331268698,0.8270786127223021,0.8498866544660203,0.8381060495421293,0.0392516260166253,0.0401982428996162,0.0396310551783757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2ch_PT_s4ds50_FT_s5_64,models/soph_bfrl_to_gut_tl/bfg_to_gut_exp2.h5,5_24,0.2292082666258743,0.7403749439156796,0.2492412227898967,0.3729360454787782,0.7155662412346419,0.2497091980031719,0.3588999945440179,0.0226040111166158,0.0293631746474904,0.0330949710971571,0.7914547369630248,0.3162607047504491,0.4519316017424478,0.7862596125725174,0.3160152661322372,0.4508309498854355,0.7504242579016276,0.3191409157731258,0.4373992335856971,0.7242066125769926,0.2916341494241264,0.4030601012173203,0.0297807807023301,0.0316968901130299,0.0353908258109334,0.0287820410222473,0.0321154296012793,0.0352209502989347,0.2283403618930721,0.5095260856680437,0.2926698625196715,0.3717863294781763,0.6705618363064303,0.3519610595730744,0.4616256996374187,0.6273341772420212,0.3415962225630266,0.4423326259705806,0.4829052130823452,0.2767774675797703,0.3375206768307633,0.5731719944308066,0.3398728862405719,0.4087918183385496,0.5408574008855089,0.3115573878643723,0.3767117881542768,0.0462613883739202,0.0308090823035973,0.0323688607579233,0.0555372828729482,0.037191559432637,0.0410687578356942,0.0501685794261512,0.0368167673047458,0.0382993541331804
30,2ch_PT_s4ds50_FT_s5_64,models/soph_bfrl_to_gut_tl/bfg_to_gut_exp2.h5,6_4,0.9078708126198136,0.9565004556299604,0.9469692553578783,0.9517104928263456,0.9566209547204344,0.9471063742299762,0.9518108071887404,0.0015338331176565,0.002180047181224,0.0012791778239229,0.9617882961014762,0.9570920226421228,0.9594339125381652,0.9618268893177808,0.954022218338935,0.957908156737076,0.961550566585556,0.9555951284487736,0.958534064711118,0.9613051840362148,0.9535843396804624,0.9574162699019204,0.0018783021427236,0.0019874589201755,0.001332065598168,0.0010759597266314,0.0019109291876073,0.0012502094790194,0.3977177170290187,0.4274335501598114,0.8512078598821846,0.5690954634633582,0.6016872150498969,0.8789802516322789,0.7143681270845963,0.490161493298717,0.8586144498827302,0.6240612920468027,0.4288557107629486,0.7971417946422827,0.5415034505719684,0.5303635884845831,0.8126608166833895,0.6246019747681563,0.4414190394812781,0.8036350173848641,0.5552211918179383,0.0505522309724776,0.0596859602126752,0.0521205556443888,0.0612363820858406,0.0616545725114265,0.0592816913589096,0.051294631372168,0.0600742386951121,0.0517577228833386
31,2ch_PT_s4ds50_FT_s5_64,models/soph_bfrl_to_gut_tl/bfg_to_gut_exp2.h5,6_6,0.5030820092601845,0.6349917593733787,0.7077522004454737,0.6694001145562023,0.570802867086519,0.6385213013210334,0.6020949660378081,0.0458467421983051,0.0528688477109145,0.0488791100893979,0.7054403142179235,0.7217449403825277,0.7134989927032134,0.7688778699383338,0.7504384532009035,0.7595457652318891,0.6326489115283367,0.6515713195645885,0.6414903760087352,0.6676116296169529,0.6538991588975904,0.6592934698663353,0.0489756735710357,0.0517604741976258,0.0501536425003315,0.0530492978324144,0.0556446416572975,0.0540121659553204,0.2088229683993764,0.2197882243130955,0.8071605033567375,0.345497679172622,0.3037518587066193,0.8104097187141066,0.4418806794663381,0.4424916948835542,0.8483465161014587,0.5816158737103181,0.1984855999478152,0.6295208185637206,0.2809810071047544,0.242854629215213,0.6381511267156875,0.3279410234211677,0.3159505616389561,0.6399022403403727,0.405633517534696,0.0400962793413138,0.0740880151664486,0.0503791152533328,0.0453792776936741,0.0744643960682378,0.055178375250749,0.0536884470447669,0.0768572067736631,0.0604078226605143
32,2ch_PT_s4ds50_FT_s5_66,models/soph_bfrl_to_gut_tl/bfg_to_gut_exp3.h5,set4_7_10,0.7300308744399934,0.8785130538338272,0.8120059520569988,0.8439507680323862,0.8219557632947109,0.7601670442905292,0.7888288312264599,0.0389766380014259,0.037011156065874,0.0375846381586924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2ch_PT_s4ds50_FT_s5_66,models/soph_bfrl_to_gut_tl/bfg_to_gut_exp3.h5,5_24,0.0431727264498291,0.5199630134845521,0.0449649227500657,0.0827718151244227,0.3928621683844411,0.0435584171004277,0.0736282845324689,0.0790955655396244,0.011501410011081,0.0187732724917463,0.4499529124050656,0.1289436683010646,0.2004450563344439,0.7960529357509006,0.0968885201159369,0.1727510891034477,0.4152512956004336,0.0875274025566029,0.1326948667781819,0.4736299962582862,0.0623900450456675,0.103105219432598,0.0868277896773096,0.0214364280316244,0.0324494665963613,0.0867357848118286,0.0183959716534937,0.0290886179559405,0.0597991114485007,0.4388324134245125,0.0647505583759219,0.1128496751042389,0.4089371633672669,0.1539310267488044,0.2236687263692162,0.7250267244212235,0.1195518786268346,0.2052578742048674,0.3123789472727707,0.0553011150040746,0.0860570703191984,0.3622527228206559,0.1039276189203894,0.144975365341026,0.3958051514941328,0.0727260942583717,0.1137620627661835,0.0678869683473657,0.0152902447136978,0.0223723065044177,0.0798258031032896,0.0260733814158317,0.0359718224579318,0.0770607003583009,0.0225434575768865,0.0329759733889382
34,2ch_PT_s4ds50_FT_s5_66,models/soph_bfrl_to_gut_tl/bfg_to_gut_exp3.h5,6_4,0.2322278240157438,0.7564600446554477,0.2509933478566251,0.3769231451845949,0.7687045008362368,0.2516419403507891,0.3677734366518895,0.0266459651584319,0.025941000896468,0.0300496751802747,0.6598966703127747,0.4177330585879792,0.5116050369554116,0.7948839588757105,0.3130664660405255,0.4492101482451452,0.7011511834308275,0.3865378153839781,0.4801038482772157,0.7928001657207852,0.2853301322349059,0.4073241220193601,0.0522290002232084,0.0340786894471199,0.0391043093218908,0.0200793230770563,0.0293122316129935,0.0306508069885347,0.2302565727593266,0.4675909942402129,0.3120747812377297,0.3743223690577161,0.5284338057694126,0.4910747765958687,0.509069296851282,0.5674184538448269,0.3946696239142906,0.4655344977048698,0.4742694009426235,0.2841528638887103,0.3387276005782429,0.4945366573730103,0.41644018822211,0.4346013123748204,0.4931390739510295,0.3261094753663415,0.3788174718634208,0.0647556012427926,0.0388062038479538,0.044210807555585,0.070525261377677,0.0542960271770947,0.0608829286282451,0.0650419153683411,0.046103622482065,0.0493725784948088
35,2ch_PT_s4ds50_FT_s5_66,models/soph_bfrl_to_gut_tl/bfg_to_gut_exp3.h5,6_6,0.926161211462719,0.9646552760685672,0.958693826098314,0.9616648122858064,0.8681910510708934,0.863270980883056,0.8656883432950512,0.0647211896095657,0.0644014191191375,0.0645458194623301,0.965967661810582,0.964530895866026,0.9652482441851435,0.9700594276677396,0.9699671132357204,0.9700127682556392,0.8693840624313488,0.8666834613810911,0.868007923299146,0.8724639782312049,0.8702783082476945,0.8713559448475902,0.0648114354571577,0.0646327397347028,0.0647115896902133,0.0650400194934087,0.0648852444888812,0.0649565063368188,0.2515888399744564,0.2624030121346746,0.8592488226649053,0.402030775022704,0.3377550094155984,0.8794630108752332,0.4880683468910337,0.4580339285666959,0.8996358562975996,0.6070157068020587,0.23558169927585,0.6888185403320338,0.3248518555786914,0.2687369071945,0.6963683811711087,0.363312799331087,0.3344424345105128,0.712404965003474,0.4339632773264746,0.0456866847109814,0.0773971026762568,0.0548197062664084,0.0478791913332954,0.0782932127029321,0.0585029023508553,0.0541173616319066,0.0804126948647507,0.0604351023237082
36,2ch_PT_s4ds50_FT_s5_comb_524_64_66,models/soph_bfrl_to_gut_tl/bfg_to_gut_expall.h5,set4_7_10,0.6527881788380191,0.808143790448284,0.7725068344841065,0.7899230817466109,0.7563088435914181,0.723351399602481,0.7372924665539577,0.0364739780622711,0.0372902032590459,0.0362065746312461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2ch_PT_s4ds50_FT_s5_comb_524_64_66,models/soph_bfrl_to_gut_tl/bfg_to_gut_expall.h5,5_24,0.7256513996190891,0.9177331770720976,0.7761378943379469,0.8410168720992919,0.917221711500918,0.7759260485094577,0.8346059852016398,0.0043123497593052,0.0303423566251568,0.0195413349983053,0.9330767059897268,0.8836193602084094,0.9076743253595267,0.930271664686922,0.8468927143527663,0.8866257518677214,0.9272056706805504,0.8339535302266283,0.8745319068504263,0.9131502206226224,0.8148793147414195,0.8569530080579749,0.0047262400215848,0.0253094903944446,0.0157525200958891,0.0101664436076655,0.0272952373067839,0.0180585507199192,0.4695032586697332,0.5409104598170273,0.7805329753432113,0.6389953892295941,0.6840716102994102,0.8509147940667952,0.7584253157376317,0.6716553489817686,0.8283942914355212,0.7418355646364708,0.5228398078354715,0.7605889444005857,0.6103458654700683,0.6103678593987609,0.8046308239060731,0.6829750528977223,0.5895218802187184,0.7898900170572752,0.6676471551302102,0.0351554087127183,0.0249193181218725,0.0309898668348854,0.0418377548096698,0.0243755318206088,0.0355869136618874,0.0370760860934801,0.0284617264326122,0.0323682522842972
38,2ch_PT_s4ds50_FT_s5_comb_524_64_66,models/soph_bfrl_to_gut_tl/bfg_to_gut_expall.h5,6_4,0.8480959664080192,0.9129321837933504,0.9227303475728402,0.9178046160072943,0.9132837424239167,0.9229814602320912,0.917941736024642,0.0036099835436089,0.0047200713288187,0.002644659771684,0.9211282019646952,0.9194246301411124,0.92027512766087,0.9238802208116136,0.9223999449257978,0.9231389894553788,0.9177049731239428,0.9148572559741912,0.9142235367988404,0.9214005324438376,0.924859135089921,0.9229966269066278,0.0074625742822523,0.0205434595435182,0.0124360316614236,0.0037691561869111,0.004793071581232,0.0031838107084599,0.3986662148202684,0.4252314324262747,0.8645258137601616,0.5700658262766926,0.5874277692027767,0.86076510608836,0.6983006000842621,0.4895227419531189,0.8631254044747363,0.62472891180049,0.4286146505587743,0.8100799492323479,0.5430209292909114,0.5185850330511492,0.8024742327750961,0.6081345173783604,0.4415010275795702,0.8141250856253094,0.5570531874423,0.051639410822046,0.0608310931036567,0.0531648398706477,0.0610722545673938,0.0670177240700683,0.0594953328317617,0.051544088923996,0.0609242418336546,0.0519502536372403
39,2ch_PT_s4ds50_FT_s5_comb_524_64_66,models/soph_bfrl_to_gut_tl/bfg_to_gut_expall.h5,6_6,0.5934261051448552,0.7801180675696496,0.7126199510994833,0.7448424570008898,0.7027449172119554,0.6414718470653777,0.6649795108670739,0.0536819750911393,0.0562446407981668,0.0537278140347738,0.8020671313301279,0.7324535777941622,0.7656808456741997,0.8371403001906729,0.7358767254109876,0.78324857412649,0.7175755255042414,0.6574975189376632,0.6797771201273157,0.7382011743298993,0.6442189887855295,0.6815030414958659,0.0549476997241754,0.0572126123699592,0.0547834465920202,0.0566197930659947,0.0574741297492351,0.0555114620406886,0.2242638739605136,0.2440443593428409,0.7345286806131117,0.3663648818790202,0.298274902489936,0.7103106415647921,0.4201282251864068,0.4353278503236462,0.7516812341935686,0.5513479288479723,0.210353540496183,0.5370381565659286,0.2825620391896443,0.229560432976055,0.5423873684423353,0.3024988122505817,0.2905300178525832,0.5489876901895661,0.3641336514176782,0.0444201461844641,0.0811938988511871,0.0541741942528607,0.0456345651213739,0.0812843178854001,0.055290383958837,0.0560168443110885,0.0850033261207023,0.0633681951241256
