epoch,iou_score,loss,val_iou_score,val_loss
0,0.5492855906486511,0.6367858648300171,0.5519492030143738,0.9158539175987244
1,0.6009049415588379,0.5530425310134888,0.5536682605743408,0.7711188793182373
2,0.6205952763557434,0.5168050527572632,0.579990029335022,0.6918721795082092
3,0.6778402328491211,0.4258500337600708,0.5526993274688721,0.7367068529129028
4,0.6568617820739746,0.47403061389923096,0.5588563680648804,0.6819506883621216
5,0.6848666667938232,0.43907615542411804,0.5811126232147217,0.644930362701416
6,0.703994631767273,0.4025561511516571,0.6594043970108032,0.5028240084648132
7,0.7311641573905945,0.3851243853569031,0.6493525505065918,0.48245272040367126
8,0.7468709945678711,0.34535399079322815,0.6170817017555237,0.5513873100280762
9,0.7411916255950928,0.355835497379303,0.6884572505950928,0.4520210921764374
0,0.7883632779121399,0.27961912751197815,0.6910783052444458,0.45020416378974915
1,0.764051079750061,0.3392568528652191,0.7285687923431396,0.38465508818626404
2,0.7929599285125732,0.28932538628578186,0.7156945466995239,0.4114804267883301
3,0.7929559946060181,0.2825191020965576,0.7265613079071045,0.36068904399871826
4,0.8051578998565674,0.2847156226634979,0.7526630163192749,0.3518230617046356
5,0.8182697296142578,0.2521856725215912,0.7556177377700806,0.3447260856628418
6,0.8126382827758789,0.2639003396034241,0.7604944109916687,0.35643112659454346
7,0.817700207233429,0.2527664601802826,0.764274001121521,0.3472687304019928
8,0.8317901492118835,0.24183093011379242,0.7623783349990845,0.3439318835735321
9,0.8429309725761414,0.22582615911960602,0.7841638922691345,0.2928045094013214
10,0.8347151279449463,0.24048954248428345,0.7831955552101135,0.31116983294487
11,0.8443605899810791,0.2265031933784485,0.7900876402854919,0.31074920296669006
12,0.8489443063735962,0.2262585312128067,0.7882372140884399,0.32063257694244385
13,0.8605266213417053,0.19893239438533783,0.8028308749198914,0.28518161177635193
14,0.8656817078590393,0.18963293731212616,0.8037283420562744,0.28253498673439026
15,0.8602018356323242,0.20772024989128113,0.8130789399147034,0.25608134269714355
16,0.8569814562797546,0.2183408886194229,0.8404550552368164,0.21106310188770294
17,0.8923906683921814,0.13805054128170013,0.827033281326294,0.2595502436161041
18,0.8765755295753479,0.17647576332092285,0.818544328212738,0.27943527698516846
19,0.8778682351112366,0.17613038420677185,0.8180162310600281,0.27327242493629456
0,0.9006454348564148,0.12718041241168976,0.8284132480621338,0.2614348232746124
1,0.8771213293075562,0.19055652618408203,0.8232818245887756,0.2399730384349823
2,0.8836473822593689,0.17127977311611176,0.8275744915008545,0.25478923320770264
3,0.8818814754486084,0.17753712832927704,0.8278067111968994,0.2651257812976837
4,0.8793017864227295,0.19131848216056824,0.8271616101264954,0.2562333941459656
5,0.8863093852996826,0.17078928649425507,0.8267125487327576,0.2509427070617676
6,0.8810586929321289,0.17693790793418884,0.8339653015136719,0.2445080578327179
7,0.8732511401176453,0.18571043014526367,0.7072746753692627,0.42717546224594116
8,0.8636028170585632,0.21008345484733582,0.7814117670059204,0.32949990034103394
9,0.8603939414024353,0.21428227424621582,0.6583847999572754,0.5170230269432068
